raw_line,name_cn,name_en,aliases
- **中英文通用名**: 抑草丁 (Difenzoquat)，别名：除草定、Difenzoquat Metilsulfate,抑草丁,Difenzoquat,除草定、Difenzoquat Metilsulfate
- **中英文通用名**: 抑草磷 (Glyphosate)，常见别名：农达 (Roundup),抑草磷,Glyphosate,农达 (Roundup)
- **中英文通用名**: 抑菌灵 (Chlorothalonil)，别名：百菌清,抑菌灵,Chlorothalonil,百菌清
- **中英文通用名**: 抑霉唑 (Imazalil)，常见别名：咪唑菌酮,抑霉唑,Imazalil,咪唑菌酮
- **中英文通用名**: 抑食肼 (Chlorfenapyr)，别名：除虫肼,抑食肼,Chlorfenapyr,除虫肼
- **中英文通用名**: 抗倒酯 (Paclobutrazol)，别名：矮壮素,抗倒酯,Paclobutrazol,矮壮素
- **中英文通用名**: 抗蚜威 (Pymetrozine)，别名：蚜灭净,抗蚜威,Pymetrozine,蚜灭净
- **中英文通用名**: 拌种灵 (Thiram)；常见别名：赛力散、铁灭克,拌种灵,Thiram,赛力散、铁灭克
- **中英文通用名**: 拿草特 (Naptalam)，别名：拿捕净、拿草净,拿草特,Naptalam,拿捕净、拿草净
"- **中英文通用名**: 敌敌畏 (DDVP, Dichlorvos), 常见别名：灭害灵、灭多威",敌敌畏,Dichlorvos,DDVP、灭害灵、灭多威
- **中英文通用名**: 敌瘟磷 (Edifenphos)，别名：稻瘟净、稻瘟灵,敌瘟磷,Edifenphos,稻瘟净、稻瘟灵
- **中英文通用名**: 敌百虫 (Dichlorvos)，别名：DDVP,敌百虫,Dichlorvos,DDVP
- **中英文通用名**: 敌百虫 (Dichlorvos)，别名：DDVP,敌百虫,Dichlorvos,DDVP
- **中英文通用名**: 敌磺钠 (Disodium tetrathiomolybdate)，别名：四硫代钼酸钠,敌磺钠,Disodium tetrathiomolybdate,四硫代钼酸钠
- **中英文通用名**: 敌稗 (Bentazon)，别名：敌稗胺、稗草敌,敌稗,Bentazon,敌稗胺、稗草敌
- **中英文通用名**: 敌草快 (Diquat)；常见别名：除草快、迪克瓦特,敌草快,Diquat,除草快、迪克瓦特
- **中英文通用名**: 敌草胺 (Pendimethalin)，别名：除草通、普杀特,敌草胺,Pendimethalin,除草通、普杀特
- **中英文通用名**: 敌草腈 (Dichlobenil)，别名：除草通、草枯灵,敌草腈,Dichlobenil,除草通、草枯灵
- **中英文通用名**: 敌草隆 (Diuron)；常见别名：枯草隆、除草通,敌草隆,Diuron,枯草隆、除草通
- **中英文通用名**: 敌菌丹 (Mancozeb)，别名：代森锰锌、多菌灵锌,敌菌丹,Mancozeb,代森锰锌、多菌灵锌
- **中英文通用名**: 敌螨普 (Acetamiprid)，别名：阿克泰、安泰生,敌螨普,Acetamiprid,阿克泰、安泰生
- **中英文通用名**: 敌鼠 (Diphacinone)，别名：敌鼠钠盐 (Sodium Diphacinone),敌鼠,Diphacinone,敌鼠钠盐 (Sodium Diphacinone)
- **中英文通用名**: 春雷霉素 (Kasugamycin)，别名：卡斯霉素,春雷霉素,Kasugamycin,卡斯霉素
- **中英文通用名**: 春雷霉素盐酸盐水合物 / Kasugamycin Hydrochloride Hydrate,春雷霉素盐酸盐水合物,Kasugamycin Hydrochloride Hydrate,
- **中英文通用名**: 杀扑磷 (Chlorpyrifos)，别名：乐果、Dursban,杀扑磷,Chlorpyrifos,乐果、Dursban
- **中英文通用名**: 杀线威 (Carbofuran)，别名：呋喃丹,杀线威,Carbofuran,呋喃丹
- **中英文通用名**: 杀草强 (Chlortoluron)，别名：氯磺隆,杀草强,Chlortoluron,氯磺隆
- **中英文通用名**: 杀草敏 (Chlomethoxynil)，别名：氯甲氧基苯腈,杀草敏,Chlomethoxynil,氯甲氧基苯腈
- **中英文通用名**: 杀草砜 (Sulfentrazone)，别名：磺草酮,杀草砜,Sulfentrazone,磺草酮
- **中英文通用名**: 杀草隆 (Chloramben)，别名：百草枯、克芜踪,杀草隆,Chloramben,百草枯、克芜踪
- **中英文通用名**: 杀虫单 (Carbosulfan)，别名：克百威,杀虫单,Carbosulfan,克百威
- **中英文通用名**: 杀虫双酸 (Bistrifluoromethylbenzamide)，别名：双氟苯酰胺,杀虫双酸,Bistrifluoromethylbenzamide,双氟苯酰胺
- **中英文通用名**: 杀虫环 (Hexaflumuron)，别名：虫螨灵,杀虫环,Hexaflumuron,虫螨灵
"- **中英文通用名**: 杀虫磺 (英文通用名: Sulfoxide, 常见别名: 苯氧威)",杀虫磺,英文通用名: Sulfoxide,常见别名: 苯氧威
"- **中英文通用名**: 杀螟丹 (Cartap), 别名：灭虫丹、卡特普",杀螟丹,Cartap,灭虫丹、卡特普
- **中英文通用名**: 杀螟丹盐酸盐 / Thiodicarb hydrochloride (常见别名：杀虫丹、杀虫灵),杀螟丹盐酸盐 / Thiodicarb hydrochloride,常见别名:杀虫丹、杀虫灵,
- **中英文通用名**: 杀螟硫磷 (Fenitrothion)，别名：杀螟松、杀螟磷,杀螟硫磷,Fenitrothion,杀螟松、杀螟磷
- **中英文通用名**: 杀螟腈 (Chlorbenzuron)，别名：杀螟丹,杀螟腈,Chlorbenzuron,杀螟丹
- **中英文通用名**: 杀螺胺 (Methiocarb)，别名：螺螨酯、螺螨净,杀螺胺,Methiocarb,螺螨酯、螺螨净
"- **中英文通用名**: 杀螺胺乙醇胺盐 (英文名: Metaldehyde Ethanolamine Salt, 常见别名: 无)",杀螺胺乙醇胺盐,英文名: Metaldehyde Ethanolamine Salt,常见别名: 无
- **中英文通用名**: 杀铃脲 (Chlorfluazuron)，别名：氟铃脲,杀铃脲,Chlorfluazuron,氟铃脲
- **中英文通用名**: 杀鼠灵 (Warfarin)，别名：华法林,杀鼠灵,Warfarin,华法林
- **中英文通用名**: 杀鼠迷 (Brodifacoum)，别名：溴敌隆、溴灭灵,杀鼠迷,Brodifacoum,溴敌隆、溴灭灵
- **中英文通用名**: 杀鼠醚 (Brodifacoum)，常见别名：溴敌隆,杀鼠醚,Brodifacoum,溴敌隆
"- **中英文通用名**: 林丹 (Lindane)，六氯环己烷 (Hexachlorocyclohexane, HCH)",林丹,Lindane,
**中英文通用名**: 枯草芽孢杆菌 (Bacillus subtilis)，别名：地衣芽孢杆菌,枯草芽孢杆菌,Bacillus subtilis,地衣芽孢杆菌
- **中英文通用名**: d-柠檬烯 (D-Limonene)，别名：右旋柠檬烯,d-柠檬烯,D-Limonene,右旋柠檬烯
**中英文通用名**: 梨小性迷向素 / Pheromone for Codling Moth (梨小食心虫性信息素),梨小性迷向素 / Pheromone for Codling Moth,梨小食心虫性信息素,
**中英文通用名**: 棉褐带卷蛾 GV 病毒 / Cotton Brown Band Roller GV Virus (常见别名：棉褐带卷蛾核型多角体病毒),棉褐带卷蛾 GV 病毒 / Cotton Brown Band Roller GV Virus,常见别名:棉褐带卷蛾核型多角体病毒,
- **中英文通用名**: 棉铃威 (Cyclanilide)，别名：杀铃脲,棉铃威,Cyclanilide,杀铃脲
- **中英文通用名**: 棉隆 (Dazomet)；别名：巴斯夫棉隆,棉隆,Dazomet,巴斯夫棉隆
"- **中英文通用名**: 橙花叔醇 (Nerolidol)，别名：3,7,11-三甲基-1,6,10-十二烷三烯-3-醇",橙花叔醇,Nerolidol,3、7、11-三甲基-1、6、10-十二烷三烯-3-醇
- **中英文通用名**: 残杀威 (Carbofuran)，别名：呋喃丹、克百威,残杀威,Carbofuran,呋喃丹、克百威
- **中英文通用名**: 毒死蜱 (Chlorpyrifos)，常见别名：乐果、Dursban,毒死蜱,Chlorpyrifos,乐果、Dursban
- **中英文通用名**: 毒氟磷 (Fosetyl-aluminum)，别名：磷酰铝、磷酰基铝,毒氟磷,Fosetyl-aluminum,磷酰铝、磷酰基铝
- **中英文通用名**: 毒草胺 (Toxicam)；常见别名：草毒灵、除草净,毒草胺,Toxicam,草毒灵、除草净
- **中英文通用名**: 毒莠定 (Pendimethalin)，别名：普杀特、Pendulum,毒莠定,Pendimethalin,普杀特、Pendulum
- **中英文通用名**: 毒虫畏 (Dichlorvos)，别名：DDVP,毒虫畏,Dichlorvos,DDVP
- **中英文通用名**: 氟丁酰草胺 (Flufenacet)，别名：氟草胺,氟丁酰草胺,Flufenacet,氟草胺
- **中英文通用名**: 氟丙嘧草酯 (Flucarbazone-sodium)，别名：氟丙草酯钠盐,氟丙嘧草酯,Flucarbazone-sodium,氟丙草酯钠盐
- **中英文通用名**: 氟丙菊酯 (Fluvalinate)，别名：保棉丹、保棉宁,氟丙菊酯,Fluvalinate,保棉丹、保棉宁
- **中英文通用名**: 氟乐灵 (Flumetralin)，别名：氟草灵,氟乐灵,Flumetralin,氟草灵
- **中英文通用名**: 氟乙酰胺 (Fluoroacetamide)，常见别名：1081、氟鼠灵,氟乙酰胺,Fluoroacetamide,1081、氟鼠灵
- **中英文通用名**: 氟吗啉 (Flumorph)，别名：无,氟吗啉,Flumorph,
- **中英文通用名**: 氟吡呋喃酮 (Flupyradifurone)，别名：Sivanto,氟吡呋喃酮,Flupyradifurone,Sivanto
- **中英文通用名**: 氟吡磺隆 (Fluazifop-p-butyl)，常见别名：氟乐灵,氟吡磺隆,Fluazifop-p-butyl,氟乐灵
- **中英文通用名**: 氟吡禾灵 (Fluazifop-p-butyl)，常见别名：氟吡甲禾灵,氟吡禾灵,Fluazifop-p-butyl,氟吡甲禾灵
- **中英文通用名**: 氟吡草腙 (Fluazifop-p-butyl)，常见别名：氟吡甲禾灵,氟吡草腙,Fluazifop-p-butyl,氟吡甲禾灵
- **中英文通用名**: 氟吡草酮 (Fluopyram)，常见别名：氟吡唑菌胺,氟吡草酮,Fluopyram,氟吡唑菌胺
- **中英文通用名**: 氟吡菌胺 (Fluopyram)，别名：氟吡唑菌胺,氟吡菌胺,Fluopyram,氟吡唑菌胺
- **中英文通用名**: 氟吡菌酰胺 (Fluxapyroxad)，别名：氟吡菌胺,氟吡菌酰胺,Fluxapyroxad,氟吡菌胺
- **中英文通用名**: 氟吡酰草胺 (Fluazifop-p-butyl)，常见别名：氟吡甲禾灵,氟吡酰草胺,Fluazifop-p-butyl,氟吡甲禾灵
- **中英文通用名**: 氟咯草酮 (Fluazifop)，常见别名：禾草克,氟咯草酮,Fluazifop,禾草克
- **中英文通用名**: 氟哒嗪草酯 (Fluazaindolizine),氟哒嗪草酯,Fluazaindolizine,
- **中英文通用名**: 氟唑环菌胺 (Fluoxastrobin)，常见别名：氟环唑,氟唑环菌胺,Fluoxastrobin,氟环唑
- **中英文通用名**: 氟唑磺隆 (Florasulam)，别名：氟磺隆,氟唑磺隆,Florasulam,氟磺隆
- **中英文通用名**: 氟唑菌苯胺 (Fluxapyroxad)，常见别名：无,氟唑菌苯胺,Fluxapyroxad,
- **中英文通用名**: 氟唑菌酰羟胺 (Fluxapyroxad),氟唑菌酰羟胺,Fluxapyroxad,
- **中英文通用名**: 氟唑菌酰胺 (Fluxapyroxad)，常见别名：无,氟唑菌酰胺,Fluxapyroxad,
- **中英文通用名**: 氟啶嘧磺隆 (Flumetsulam)，别名：氟磺隆,氟啶嘧磺隆,Flumetsulam,氟磺隆
- **中英文通用名**: 氟啶胺 (Fluazinam)，常见别名：无,氟啶胺,Fluazinam,
- **中英文通用名**: 氟啶脲 (Flufenoxuron)，别名：氟虫脲,氟啶脲,Flufenoxuron,氟虫脲
- **中英文通用名**: 氟啶草酮 (Fluazifop)，常见别名：氟乐灵、氟草灵,氟啶草酮,Fluazifop,氟乐灵、氟草灵
- **中英文通用名**: 氟啶虫胺睛 (Flonicamid)，别名：氟啶虫酰胺,氟啶虫胺睛,Flonicamid,氟啶虫酰胺
- **中英文通用名**: 氟啶虫胺腈 (Flonicamid)，别名：氟啶虫酰胺,氟啶虫胺腈,Flonicamid,氟啶虫酰胺
- **中英文通用名**: 氟啶虫酰胺 (Flonicamid)，别名：氟虫酰胺,氟啶虫酰胺,Flonicamid,氟虫酰胺
- **中英文通用名**: 氟喹唑 (Fluquinconazole)，常见别名：无,氟喹唑,Fluquinconazole,
- **中英文通用名**: 氟嘧磺隆 (Flumetsulam)，别名：氟磺隆、氟甲磺隆,氟嘧磺隆,Flumetsulam,氟磺隆、氟甲磺隆
- **中英文通用名**: 氟嘧菌胺 (Fludioxonil)，别名：氟啶菌胺,氟嘧菌胺,Fludioxonil,氟啶菌胺
- **中英文通用名**: 氟嘧菌酯 (Fluoxastrobin)，别名：氟吡菌胺,氟嘧菌酯,Fluoxastrobin,氟吡菌胺
- **中英文通用名**: 氟噻唑吡乙酮 (Fluoxapiprazole)，别名：无,氟噻唑吡乙酮,Fluoxapiprazole,
- **中英文通用名**: 氟噻唑菌腈 (Fluxapyroxad)，常见别名：无,氟噻唑菌腈,Fluxapyroxad,
- **中英文通用名**: 氟噻草胺 (Flufenacet)，常见别名：氟草胺,氟噻草胺,Flufenacet,氟草胺
"- **中英文通用名**: 氟氯吡啶酯 (Fluroxypyr), 别名：氟草烟、氟氯吡氧乙酸",氟氯吡啶酯,Fluroxypyr,氟草烟、氟氯吡氧乙酸
"- **中英文通用名**: 氟氯氨草酯 (Fluroxypyr), 常见别名：氟草烟",氟氯氨草酯,Fluroxypyr,氟草烟
- **中英文通用名**: 氟氯氰菊酯 (Deltamethrin)，别名：德尔塔灭、德尔特梅特,氟氯氰菊酯,Deltamethrin,德尔塔灭、德尔特梅特
- **中英文通用名**: 氟氯苯菊酯 (Flucythrinate)，别名：百灭宁,氟氯苯菊酯,Flucythrinate,百灭宁
- **中英文通用名**: 氟氯菌核利 (Fluorochloronil)，常见别名：无,氟氯菌核利,Fluorochloronil,
- **中英文通用名**: 氟氰戊菊酯 / Flucythrinate；常见别名：无,氟氰戊菊酯,Flucythrinate,
**中英文通用名**: 氟消草 (Fluazifop)；常见别名：禾草克、禾草净,氟消草,Fluazifop,禾草克、禾草净
- **中英文通用名**: 氟烯线砜 (Fluensulfone)，别名：线虫克星,氟烯线砜,Fluensulfone,线虫克星
- **中英文通用名**: 氟环唑 (Fluquinconazole)，常见别名：无,氟环唑,Fluquinconazole,
- **中英文通用名**: 氟砜草胺 (Flumetsulam)，别名：氟磺草胺,氟砜草胺,Flumetsulam,氟磺草胺
- **中英文通用名**: 氟硅唑 (Flusilazole)，常见别名：氟环唑,氟硅唑,Flusilazole,氟环唑
- **中英文通用名**: 氟硅菊酯 (Flufenoxuron)，别名：氟虫脲,氟硅菊酯,Flufenoxuron,氟虫脲
- **中英文通用名**: 氟硅酸钠 (Sodium Fluosilicate)，别名：氟硅酸盐,氟硅酸钠,Sodium Fluosilicate,氟硅酸盐
- **中英文通用名**: 氟硫草定 (Flumetsulam)，别名：氟磺胺草醚,氟硫草定,Flumetsulam,氟磺胺草醚
- **中英文通用名**: 氟磺胺草醚 (Flumetsulam)，别名：氟磺酰草醚,氟磺胺草醚,Flumetsulam,氟磺酰草醚
- **中英文通用名**: 氟磺酰草胺 (Flumetsulam)，别名：氟磺酰胺,氟磺酰草胺,Flumetsulam,氟磺酰胺
- **中英文通用名**: 氟磺隆 (Florasulam)，常见别名：无,氟磺隆,Florasulam,
- **中英文通用名**: 氟胺氰菊酯 (Flufenoxuron)，常见别名：氟虫脲,氟胺氰菊酯,Flufenoxuron,氟虫脲
- **中英文通用名**: 氟胺磺隆 (Flumetsulam)，别名：氟磺隆,氟胺磺隆,Flumetsulam,氟磺隆
- **中英文通用名**: 氟胺草唑 (Fluazifop),氟胺草唑,Fluazifop,
- **中英文通用名**: 氟胺草酯 (Flumetsulam)，别名：氟磺隆,氟胺草酯,Flumetsulam,氟磺隆
- **中英文通用名**: 氟节胺 (Flutolanil)，别名：氟草胺,氟节胺,Flutolanil,氟草胺
- **中英文通用名**: 氟苯氧喹啉 (Fluorobenoxiquinoline)；无常见别名,氟苯氧喹啉,Fluorobenoxiquinoline,无常见别名
- **中英文通用名**: 氟苯脲 (Flufenoxuron)，常见别名：氟环脲,氟苯脲,Flufenoxuron,氟环脲
- **中英文通用名**: 氟苯虫酰胺 (Flubendiamide)，常见别名：氟虫酰胺,氟苯虫酰胺,Flubendiamide,氟虫酰胺
- **中英文通用名**: 氟茚吡菌胺 (Fluindapyr)，常见别名无,氟茚吡菌胺,Fluindapyr,
- **中英文通用名**: 氟茚唑菌胺 (Fluindapyr)，常见别名：无,氟茚唑菌胺,Fluindapyr,
- **中英文通用名**: 氟草啶 (Flumioxazin)，别名：氟草净,氟草啶,Flumioxazin,氟草净
- **中英文通用名**: 氟草隆 (Fluometuron)，别名：氟乐灵,氟草隆,Fluometuron,氟乐灵
- **中英文通用名**: 氟菌唑 (Flutriafol)，常见别名：三环唑,氟菌唑,Flutriafol,三环唑
- **中英文通用名**: 氟虫双酰胺 (Flubendiamide)，别名：氟苯虫酰胺,氟虫双酰胺,Flubendiamide,氟苯虫酰胺
- **中英文通用名**: 氟虫酸酯 (Flufenoxuron)，别名：氟虫脲,氟虫酸酯,Flufenoxuron,氟虫脲
- **中英文通用名**: 氟虫胺 (Flufenoxuron)，别名：氟虫脲,氟虫胺,Flufenoxuron,氟虫脲
- **中英文通用名**: 氟虫脲 (Flufenoxuron)，常见别名：氟环脲,氟虫脲,Flufenoxuron,氟环脲
- **中英文通用名**: 氟虫腈 (Fipronil)，别名：锐劲特 (Regent),氟虫腈,Fipronil,锐劲特 (Regent)
- **中英文通用名**: 氟蚁腙 (Flufenoxuron)，别名：氟虫腙,氟蚁腙,Flufenoxuron,氟虫腙
- **中英文通用名**: 氟螨嗪 (Flufenoxuron)，常见别名：螨危,氟螨嗪,Flufenoxuron,螨危
- **中英文通用名**: 氟酮磺草胺 (Flumetsulam)，别名：氟磺胺草醚,氟酮磺草胺,Flumetsulam,氟磺胺草醚
- **中英文通用名**: 氟酮磺隆 (Flumetsulam)，别名：氟磺隆,氟酮磺隆,Flumetsulam,氟磺隆
- **中英文通用名**: 氟酰胺 (Flutolanil)，别名：福美双,氟酰胺,Flutolanil,福美双
- **中英文通用名**: 氟酰脲 (Flufenoxuron)，常见别名：氟虫脲,氟酰脲,Flufenoxuron,氟虫脲
- **中英文通用名**: 氟醚唑 (Flutriafol)，常见别名：氟环唑,氟醚唑,Flutriafol,氟环唑
- **中英文通用名**: 氟醚菌酰胺 (Fluoxapiprazam)，别名：氟唑菌酰胺,氟醚菌酰胺,Fluoxapiprazam,氟唑菌酰胺
- **中英文通用名**: 氟铃脲 (Flufenoxuron)，别名：氟螨脲,氟铃脲,Flufenoxuron,氟螨脲
- **中英文通用名**: 氟鼠灵 (Flocoumafen)，别名：灭鼠灵,氟鼠灵,Flocoumafen,灭鼠灵
"**中英文通用名**: 氢氰酸 (Hydrocyanic acid)，又称氰化氢 (Hydrogen cyanide, HCN)",氢氰酸,Hydrocyanic acid,"又称氰化氢 (Hydrogen cyanide, HCN)"
- **中英文通用名**: 氧乐果 (Omethoate)，别名：灭蚜松、灭蚜灵,氧乐果,Omethoate,灭蚜松、灭蚜灵
- **中英文通用名**: 氧化乐果 (Omethoate)，别名：灭蚜威、甲基硫环磷,氧化乐果,Omethoate,灭蚜威、甲基硫环磷
- **中英文通用名**: 氧化亚铜 (Cuprous Oxide)；常见别名：Cu2O,氧化亚铜,Cuprous Oxide,Cu2O
- **中英文通用名**: 氧化菱锈灵 (Oxycarboxin)，别名：氧羧菌灵,氧化菱锈灵,Oxycarboxin,氧羧菌灵
- **中英文通用名**: 氧氯化铜 (Cupric oxychloride)；常见别名：氢氧化铜、碱式氯化铜,氧氯化铜,Cupric oxychloride,氢氧化铜、碱式氯化铜
- **中英文通用名**: 氨唑草酮 (Amicarbazone)，别名：无,氨唑草酮,Amicarbazone,
**中英文通用名**: 氨基乙氟灵 (Aminofluorine),氨基乙氟灵,Aminofluorine,
- **中英文通用名**: 氨基寡糖素 (Oligosaccharin)；别名：壳寡糖、几丁寡糖,氨基寡糖素,Oligosaccharin,壳寡糖、几丁寡糖
**中英文通用名**: 氨基氰 (Aminonitrile)，别名：氰基胺,氨基氰,Aminonitrile,氰基胺
- **中英文通用名**: 氨氟乐灵 (Amfluzin); 常见别名：无,氨氟乐灵,Amfluzin,
- **中英文通用名**: 氨氯吡啶酸 (Aminopyralid)，别名：胺吡啶酸,氨氯吡啶酸,Aminopyralid,胺吡啶酸
- **中英文通用名**: 氨磺乐灵 (Aminocyclopyrachlor)，别名：氨氯吡啶酸,氨磺乐灵,Aminocyclopyrachlor,氨氯吡啶酸
- **中英文通用名**: 氨磺磷 (Amidosulfuron)，别名：无,氨磺磷,Amidosulfuron,
- **中英文通用名**: 氯丙嘧啶酸 (Chlorpropham)；别名：CIPC,氯丙嘧啶酸,Chlorpropham,CIPC
- **中英文通用名**: 氯乙酸 (Chloroacetic acid)，别名：一氯乙酸,氯乙酸,Chloroacetic acid,一氯乙酸
- **中英文通用名**: 氯化苦 (Phosgene)，别名：光气,氯化苦,Phosgene,光气
"- **中英文通用名**: 氯吡嘧磺隆 (Chlorpyrifos), 常见别名：毒死蜱",氯吡嘧磺隆,Chlorpyrifos,毒死蜱
- **中英文通用名**: 氯吡脲 (Chlorpyrifos)，别名：毒死蜱,氯吡脲,Chlorpyrifos,毒死蜱
**中英文通用名**: 氯啶 (Chlorpyrifos)，别名：乐果、Dursban、Lorsban,氯啶,Chlorpyrifos,乐果、Dursban、Lorsban
- **中英文通用名**: 氯啶菌酯 (Chlorothalonil)，别名：百菌清,氯啶菌酯,Chlorothalonil,百菌清
- **中英文通用名**: 氯嘧磺隆 (Chlorimuron-ethyl)，别名：广灭灵,氯嘧磺隆,Chlorimuron-ethyl,广灭灵
- **中英文通用名**: 氯噻啉 (Clothianidin)，常见别名有噻虫啉,氯噻啉,Clothianidin,噻虫啉
- **中英文通用名**: 氯氟吡啶酯 (Chlorfluroxym)；常见别名：无,氯氟吡啶酯,Chlorfluroxym,
- **中英文通用名**: 氯氟吡氧乙酸 (Clopyralid)，别名：除草定、三氟羧草醚,氯氟吡氧乙酸,Clopyralid,除草定、三氟羧草醚
- **中英文通用名**: 氯氟吡氧乙酸异辛酯 (Chlorfluroxymet)；常见别名：使它隆异辛酯,氯氟吡氧乙酸异辛酯,Chlorfluroxymet,使它隆异辛酯
- **中英文通用名**: 氯氟联苯吡菌胺 (Chlorfluazuron)，别名：除虫脲,氯氟联苯吡菌胺,Chlorfluazuron,除虫脲
- **中英文通用名**: 氯氟醚菊酯 (Chlorfluazuron)，别名：除虫脲,氯氟醚菊酯,Chlorfluazuron,除虫脲
- **中英文通用名**: 氯氟醚菌唑 (Fluoxapiprazole)，常见别名：无,氯氟醚菌唑,Fluoxapiprazole,
- **中英文通用名**: 氯氧磷 (Chlorpyrifos)，常见别名：乐果、Dursban,氯氧磷,Chlorpyrifos,乐果、Dursban
- **中英文通用名**: 氯氨吡啶酸 (Chlorpyridinyl acid)，别名：百草枯 (Paraquat) (注：百草枯是氯氨吡啶酸的一种常见形式，但严格来说，氯氨吡啶酸是指其酸形式),氯氨吡啶酸,Chlorpyridinyl acid,"百草枯 (Paraquat) (注:百草枯是氯氨吡啶酸的一种常见形式,但严格来说,氯氨吡啶酸是指其酸形式)"
**中英文通用名**: 氯氨环丙酸 (Chlorantraniliprole)，别名：Rynaxypyr,氯氨环丙酸,Chlorantraniliprole,Rynaxypyr
- **中英文通用名**: zeta-氯氰菊酯 (Zeta-cypermethrin)，别名：百灭宁、速灭杀丁,zeta-氯氰菊酯,Zeta-cypermethrin,百灭宁、速灭杀丁
"- **中英文通用名**: 氯溴异氰尿酸 (Chlorinated Brominated Isocyanuric Acid, CBI)；常见别名：百菌清",氯溴异氰尿酸,Chlorinated Brominated Isocyanuric Acid,CBI、百菌清
- **中英文通用名**: 氯灭鼠灵 / Chlorophacinone；别名：灭鼠宁、灭鼠灵,氯灭鼠灵,Chlorophacinone,灭鼠宁、灭鼠灵
- **中英文通用名**: 氯烯炔菊酯 (Chlorfenapyr)，别名：除虫酯、杀虫酯,氯烯炔菊酯,Chlorfenapyr,除虫酯、杀虫酯
- **中英文通用名**: 氯甲丹 (Chloromethine)，别名：甲基氯化物,氯甲丹,Chloromethine,甲基氯化物
- **中英文通用名**: 氯甲磷 (Chlormephos)，别名：甲基氯化磷,氯甲磷,Chlormephos,甲基氯化磷
- **中英文通用名**: 氯硝胺 (Chlorantraniliprole)，别名：氰氟虫腙,氯硝胺,Chlorantraniliprole,氰氟虫腙
- **中英文通用名**: 氯磺隆 (Chlorsulfuron)，别名：绿磺隆,氯磺隆,Chlorsulfuron,绿磺隆
- **中英文通用名**: 氯苯嘧啶醇 (Chlorantraniliprole)，别名：Rynaxypyr,氯苯嘧啶醇,Chlorantraniliprole,Rynaxypyr
"- **中英文通用名**: 氯苯氧乙酸 (Chlorophenoxyacetic acid)，常见别名有2,4-D",氯苯氧乙酸,Chlorophenoxyacetic acid,2、4-D
- **中英文通用名**: 氯苯胺灵 (Chlorbenzilate)，别名：苯胺灵、氯苯胺酯,氯苯胺灵,Chlorbenzilate,苯胺灵、氯苯胺酯
- **中英文通用名**: 氯草敏 (Chlorocholine chloride)，别名：克芜踪 (Paraquat dichloride)（注意：这里纠正了名称，因为“氯草敏”通常指的是克芜踪）,氯草敏,Chlorocholine chloride,"克芜踪 (Paraquat dichloride)（注意:这里纠正了名称,因为“氯草敏”通常指的是克芜踪）"
- **中英文通用名**: 氯菊酯 (Permethrin)，别名：百灭宁、安灭菌,氯菊酯,Permethrin,百灭宁、安灭菌
- **中英文通用名**: 氯菊酯 (Permethrin)，别名：百灭宁、百治灵,氯菊酯,Permethrin,百灭宁、百治灵
- **中英文通用名**: 氯萘吡菌胺 (Chlorantraniliprole)，别名：Rynaxypyr,氯萘吡菌胺,Chlorantraniliprole,Rynaxypyr
- **中英文通用名**: 氯虫苯甲酰胺 (Chlorantraniliprole)，别名：Rynaxypyr,氯虫苯甲酰胺,Chlorantraniliprole,Rynaxypyr
- **中英文通用名**: 氯虫酰肼 (Chlorantraniliprole)，别名：Rynaxypyr,氯虫酰肼,Chlorantraniliprole,Rynaxypyr
- **中英文通用名**: 氯酞亚胺 (Chlorantraniliprole)，别名：Rynaxypyr,氯酞亚胺,Chlorantraniliprole,Rynaxypyr
"- **中英文通用名**: 氯酞酸二甲酯 (Dimethyl Chloroterephthalate, DCTP)",氯酞酸二甲酯,Dimethyl Chloroterephthalate,DCTP
"- **中英文通用名**: 氯酞酸甲酯 (Methyl Chlorophenylacetate, MCA)",氯酞酸甲酯,Methyl Chlorophenylacetate,MCA
- **中英文通用名**: 氯酯磺草胺 (Chlorimuron-ethyl)，别名：广灭灵,氯酯磺草胺,Chlorimuron-ethyl,广灭灵
- **中英文通用名**: 氯酰草膦 (Chlorimuron-ethyl)，别名：广灭灵,氯酰草膦,Chlorimuron-ethyl,广灭灵
- **中英文通用名**: 氯酸钠 / Sodium chlorate,氯酸钠,Sodium chlorate,
- **中英文通用名**: 氯鼠酮 (Chlorophacinone)，别名：灭鼠灵、克鼠宁,氯鼠酮,Chlorophacinone,灭鼠灵、克鼠宁
- **中英文通用名**: 氰咪唑硫磷 (Cyazofamid)，别名：赛福 (Sefu),氰咪唑硫磷,Cyazofamid,赛福 (Sefu)
- **中英文通用名**: 氰戊菊酯 (Cypermethrin)，常见别名有百灭宁、赛百宁,氰戊菊酯,Cypermethrin,百灭宁、赛百宁
- **中英文通用名**: 氰氟草酯 (Cyhalofop-butyl)，常见别名：氰氟灵、氰氟灵丁酯,氰氟草酯,Cyhalofop-butyl,氰氟灵、氰氟灵丁酯
- **中英文通用名**: 氰氟虫腙 (Cyflumetofen)，别名：氟虫腙,氰氟虫腙,Cyflumetofen,氟虫腙
- **中英文通用名**: 氰氟虫腺 (Cyflumetofen)，别名：氟虫胺,氰氟虫腺,Cyflumetofen,氟虫胺
- **中英文通用名**: 氰烯菌酯 (Cyazofamid)，别名：赛福,氰烯菌酯,Cyazofamid,赛福
